N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
893.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,14710.0,465.0,-3.06%,0.0,14735.0,14735.0,14610.0
894.0,깨끗한나라,2380.0,25.0,-1.04%,1000.0,2405.0,2410.0,2335.0
895.0,크라운해태홀딩스,5930.0,10.0,-0.17%,500.0,5950.0,5980.0,5900.0
896.0,미래에셋 레버리지 코스닥150 선물 ETN,43800.0,690.0,+1.60%,0.0,41485.0,43800.0,41390.0
897.0,유유제약,5080.0,70.0,+1.40%,1000.0,5010.0,5210.0,5000.0
898.0,한일철강,3250.0,50.0,-1.52%,500.0,3330.0,3330.0,3250.0
899.0,국제약품,4095.0,5.0,-0.12%,1000.0,4100.0,4200.0,4000.0
900.0,TIGER KRX바이오K-뉴딜,5825.0,85.0,+1.48%,0.0,5790.0,5905.0,5760.0
901.0,다스코,4455.0,55.0,-1.22%,500.0,4525.0,4525.0,4440.0
902.0,KODEX 미국반도체MV,13485.0,320.0,-2.32%,0.0,13450.0,13495.0,13390.0
903.0,텔코웨어,8840.0,70.0,-0.79%,500.0,8860.0,9020.0,8820.0
904.0,ACE G2전기차&자율주행액티브,9390.0,55.0,-0.58%,0.0,9600.0,9600.0,9100.0
905.0,명문제약,2515.0,10.0,+0.40%,500.0,2495.0,2570.0,2490.0
906.0,금비,85200.0,0.0,0.00%,5000.0,84700.0,86300.0,83600.0
907.0,엔케이,1054.0,25.0,-2.32%,500.0,1066.0,1071.0,1033.0
908.0,KH 필룩스,442.0,0.0,0.00%,500.0,0.0,0.0,0.0
909.0,휴니드,5970.0,0.0,0.00%,5000.0,5960.0,6050.0,5920.0
910.0,대호에이엘,1394.0,15.0,-1.06%,500.0,1402.0,1415.0,1385.0
911.0,KODEX 미국메타버스나스닥액티브,8205.0,190.0,-2.26%,0.0,8205.0,8210.0,8150.0
912.0,세원정공,8330.0,100.0,-1.19%,500.0,8430.0,8500.0,8330.0
913.0,ACE 26-06 회사채(AA-이상)액티브,10045.0,20.0,-0.20%,0.0,10055.0,10055.0,10040.0
914.0,신한 레버리지 은 선물 ETN(H),8275.0,265.0,-3.10%,0.0,8305.0,8370.0,8270.0
915.0,삼성공조,10180.0,130.0,-1.26%,500.0,10310.0,10390.0,10170.0
916.0,마니커,1292.0,33.0,-2.49%,500.0,1327.0,1327.0,1288.0
917.0,조광페인트,6410.0,20.0,+0.31%,500.0,6360.0,6500.0,6270.0
918.0,이건산업,7470.0,90.0,-1.19%,5000.0,7560.0,7560.0,7460.0
919.0,마스턴프리미어리츠,3075.0,55.0,-1.76%,1000.0,3120.0,3120.0,3070.0
920.0,화승알앤에이,4300.0,105.0,-2.38%,500.0,4400.0,4400.0,4275.0
921.0,TIGER 소프트웨어,8720.0,20.0,-0.23%,0.0,8700.0,8740.0,8590.0
922.0,한솔홈데코,1013.0,12.0,-1.17%,1000.0,1023.0,1025.0,1011.0
923.0,TIGER 미국다우존스30,22415.0,410.0,+1.86%,0.0,22270.0,22415.0,22270.0
924.0,진양산업,6270.0,10.0,-0.16%,500.0,6250.0,6500.0,6210.0
925.0,KC그린홀딩스,3630.0,165.0,-4.35%,500.0,3735.0,3790.0,3620.0
926.0,KODEX 은선물(H),4790.0,65.0,-1.34%,0.0,4795.0,4815.0,4785.0
927.0,상상인증권,751.0,0.0,0.00%,1000.0,750.0,754.0,738.0
928.0,KBSTAR 대형고배당10TR,16745.0,60.0,+0.36%,0.0,16665.0,16760.0,16470.0
929.0,호전실업,8290.0,380.0,-4.38%,500.0,8600.0,8700.0,8230.0
930.0,평화산업,1470.0,10.0,-0.68%,500.0,1480.0,1480.0,1460.0
931.0,오리엔트바이오,680.0,14.0,+2.10%,500.0,672.0,691.0,662.0
932.0,화천기계,3665.0,65.0,-1.74%,500.0,3730.0,3735.0,3650.0
933.0,미래에셋 인버스 2X 코스닥150 선물 ETN,7305.0,100.0,-1.35%,0.0,7710.0,7720.0,7285.0
934.0,두산2우B,89900.0,0.0,0.00%,5000.0,90300.0,91200.0,89100.0
935.0,하이스틸,3975.0,25.0,-0.62%,500.0,3950.0,4045.0,3945.0
936.0,TIGER 200선물레버리지,13145.0,15.0,-0.11%,0.0,13060.0,13150.0,12805.0
937.0,사조씨푸드,4655.0,20.0,-0.43%,1000.0,4675.0,4680.0,4630.0
938.0,KODEX 200IT TR,12485.0,185.0,-1.46%,0.0,12610.0,12610.0,12440.0
939.0,우진플라임,3985.0,60.0,-1.48%,500.0,4020.0,4045.0,3920.0
940.0,제일연마,7970.0,50.0,-0.62%,500.0,7940.0,7980.0,7900.0
941.0,써니전자,2285.0,5.0,-0.22%,500.0,2275.0,2310.0,2275.0
942.0,대원전선,1106.0,6.0,-0.54%,500.0,1106.0,1115.0,1101.0
943.0,TIGER 미국필라델피아반도체레버리지(합성),12810.0,515.0,-3.86%,0.0,12725.0,12815.0,12600.0
944.0,KODEX 한국대만IT프리미어,19325.0,70.0,-0.36%,0.0,19340.0,19360.0,19075.0
945.0,남성,2185.0,10.0,-0.46%,500.0,2200.0,2245.0,2170.0
946.0,ARIRANG 신흥국MSCI(합성 H),9200.0,45.0,-0.49%,0.0,9190.0,9235.0,9150.0
947.0,조비,15210.0,60.0,-0.39%,5000.0,15170.0,15410.0,15120.0
948.0,태평양물산,1623.0,23.0,-1.40%,500.0,1645.0,1650.0,1619.0
949.0,화천기공,35850.0,650.0,+1.85%,5000.0,35250.0,37700.0,35250.0
950.0,보해양조,565.0,7.0,-1.22%,500.0,565.0,570.0,562.0
951.0,NH프라임리츠,4210.0,0.0,0.00%,500.0,4280.0,4280.0,4195.0
952.0,까뮤이앤씨,1734.0,0.0,0.00%,500.0,1734.0,1748.0,1715.0
953.0,한화솔루션우,30400.0,0.0,0.00%,5000.0,30000.0,30400.0,30000.0
954.0,사조오양,8300.0,40.0,+0.48%,5000.0,8250.0,8320.0,8210.0
955.0,유성기업,2990.0,40.0,-1.32%,500.0,3030.0,3030.0,2965.0
956.0,서울식품,206.0,2.0,-0.96%,100.0,208.0,209.0,204.0
957.0,인터지스,2595.0,5.0,+0.19%,500.0,2585.0,2600.0,2565.0
958.0,상신브레이크,3580.0,55.0,-1.51%,500.0,3615.0,3630.0,3520.0
959.0,ACE KRX금현물,11630.0,15.0,+0.13%,0.0,11615.0,11650.0,11595.0
960.0,인디에프,1018.0,5.0,+0.49%,500.0,1008.0,1045.0,1003.0
961.0,대우부품,1603.0,11.0,-0.68%,500.0,1612.0,1627.0,1590.0
962.0,DSR,4755.0,50.0,-1.04%,500.0,4820.0,4825.0,4735.0
963.0,SH에너지화학,684.0,6.0,-0.87%,500.0,691.0,691.0,680.0
964.0,삼화왕관,35100.0,400.0,-1.13%,5000.0,35450.0,36000.0,35100.0
965.0,부산산업,71600.0,300.0,-0.42%,5000.0,71000.0,72400.0,70700.0
966.0,KODEX 미국종합채권SRI액티브(H),96975.0,245.0,-0.25%,0.0,96975.0,97010.0,96870.0
967.0,국보,6180.0,340.0,-5.21%,5000.0,6550.0,6550.0,6130.0
968.0,청호ICT,2490.0,0.0,0.00%,500.0,0.0,0.0,0.0
969.0,한창제지,1258.0,9.0,-0.71%,500.0,1269.0,1269.0,1251.0
970.0,KC코트렐,2065.0,50.0,-2.36%,500.0,2115.0,2150.0,2030.0
971.0,TRUE 나스닥 100 ETN,15005.0,65.0,-0.43%,0.0,14950.0,15005.0,14935.0
972.0,동양피스톤,5680.0,60.0,+1.07%,500.0,5610.0,5770.0,5530.0
973.0,한세엠케이,2465.0,5.0,-0.20%,500.0,2420.0,2495.0,2415.0
974.0,시디즈,37000.0,550.0,-1.46%,500.0,37550.0,39200.0,36800.0
975.0,KODEX WTI원유선물(H),13885.0,175.0,+1.28%,0.0,13805.0,13920.0,13780.0
976.0,세하,1283.0,12.0,-0.93%,1000.0,1289.0,1300.0,1273.0
977.0,SK우,130300.0,500.0,-0.38%,200.0,129500.0,131400.0,128100.0
978.0,TRUE S&P500 선물 ETN,14740.0,60.0,+0.41%,0.0,14750.0,14750.0,14740.0
979.0,코오롱인더우,26600.0,250.0,-0.93%,5000.0,26750.0,26800.0,26350.0
980.0,TRUE 인버스 2X 코스닥 150 선물 ETN,7325.0,90.0,-1.21%,0.0,7735.0,7735.0,7300.0
981.0,영흥,722.0,3.0,-0.41%,500.0,725.0,725.0,720.0
982.0,신한 인버스 2X WTI원유 선물 ETN(H),115.0,5.0,-4.17%,0.0,115.0,115.0,110.0
983.0,TIGER 미국나스닥100TR(H),12825.0,245.0,-1.87%,0.0,12830.0,12850.0,12795.0
984.0,혜인,5680.0,120.0,-2.07%,500.0,5800.0,5840.0,5660.0
985.0,대유에이텍,617.0,18.0,-2.83%,500.0,636.0,636.0,612.0
986.0,한솔로지스틱스,2605.0,25.0,-0.95%,500.0,2630.0,2655.0,2545.0
987.0,히어로즈 종합채권(AA-이상)액티브,99310.0,215.0,-0.22%,0.0,99345.0,99345.0,99310.0
988.0,천일고속,50000.0,0.0,0.00%,5000.0,50000.0,50500.0,49900.0
989.0,에이엔피,1596.0,23.0,-1.42%,500.0,1610.0,1619.0,1592.0
990.0,한국종합기술,6510.0,50.0,-0.76%,500.0,6580.0,6580.0,6490.0
991.0,영보화학,3560.0,40.0,-1.11%,500.0,3595.0,3660.0,3525.0
992.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),28455.0,215.0,+0.76%,0.0,28410.0,28455.0,28405.0
993.0,TIGER 미국S&P500레버리지(합성 H),30030.0,295.0,-0.97%,0.0,29950.0,30040.0,29920.0
994.0,ACE 미국WideMoat가치주,21450.0,55.0,+0.26%,0.0,21405.0,21450.0,21265.0
995.0,범양건영,2845.0,85.0,-2.90%,1000.0,2900.0,3030.0,2840.0
996.0,쌍방울,269.0,0.0,0.00%,500.0,0.0,0.0,0.0
997.0,아센디오,817.0,87.0,+11.92%,500.0,730.0,913.0,730.0
998.0,TIGER 테슬라채권혼합Fn,11375.0,210.0,-1.81%,0.0,11010.0,11375.0,11000.0
999.0,케이비아이동국실업,628.0,5.0,-0.79%,500.0,632.0,639.0,620.0
1000.0,문배철강,3400.0,50.0,-1.45%,500.0,3410.0,3435.0,3395.0
1001.0,SK케미칼우,32200.0,2650.0,+8.97%,5000.0,38400.0,38400.0,31750.0
1002.0,CS홀딩스,58900.0,500.0,-0.84%,5000.0,58900.0,59000.0,58500.0
1003.0,우성,21950.0,100.0,-0.45%,5000.0,22050.0,22150.0,21850.0
1004.0,신한 WTI원유 선물 ETN(H),6725.0,100.0,+1.51%,0.0,6680.0,6730.0,6670.0
1005.0,삼정펄프,26750.0,50.0,+0.19%,5000.0,26700.0,27000.0,26450.0
1006.0,SG글로벌,1485.0,30.0,+2.06%,500.0,1441.0,1545.0,1419.0
1007.0,부국철강,3330.0,20.0,-0.60%,500.0,3305.0,3350.0,3305.0
1008.0,TIGER 국채3년,105590.0,145.0,-0.14%,0.0,105665.0,105665.0,105545.0
1009.0,TIGER 미국투자등급회사채액티브(H),50575.0,320.0,-0.63%,0.0,50540.0,50605.0,50540.0
1010.0,유한양행우,56200.0,1300.0,+2.37%,1000.0,55000.0,58700.0,55000.0
1011.0,티웨이홀딩스,594.0,3.0,+0.51%,500.0,592.0,613.0,582.0
1012.0,미래에셋 전기전자 Core5 ETN,33115.0,0.0,0.00%,0.0,33115.0,33115.0,33115.0
1013.0,SJM,4225.0,85.0,-1.97%,500.0,4310.0,4380.0,4200.0
1014.0,메타랩스,2645.0,15.0,-0.56%,2500.0,2620.0,2695.0,2610.0
1015.0,핸즈코퍼레이션,3010.0,70.0,-2.27%,500.0,3000.0,3080.0,2985.0
1016.0,솔루스첨단소재1우,7780.0,130.0,-1.64%,100.0,7900.0,7900.0,7700.0
1017.0,한익스프레스,5460.0,30.0,+0.55%,500.0,5380.0,5500.0,5360.0
1018.0,TIGER 코스닥150 레버리지,15360.0,210.0,+1.39%,0.0,14725.0,15420.0,14515.0
1019.0,에쓰씨엔지니어링,2085.0,60.0,-2.80%,500.0,2090.0,2145.0,2050.0
1020.0,화인베스틸,2170.0,95.0,-4.19%,500.0,2220.0,2310.0,2135.0
1021.0,TIGER 200 에너지화학,15750.0,105.0,+0.67%,0.0,15510.0,15795.0,15470.0
1022.0,DSR제강,4480.0,120.0,-2.61%,500.0,4710.0,4720.0,4395.0
1023.0,현대건설우,60400.0,900.0,-1.47%,5000.0,61200.0,61200.0,60400.0
1024.0,KBSTAR 고배당,11785.0,5.0,-0.04%,0.0,11790.0,11800.0,11660.0
1025.0,일진디스플,1234.0,20.0,-1.59%,500.0,1236.0,1254.0,1230.0
1026.0,성보화학,3170.0,65.0,-2.01%,500.0,3200.0,3220.0,3165.0
1027.0,ARIRANG 미국S&P500(H),18660.0,60.0,-0.32%,0.0,18625.0,18660.0,18615.0
1028.0,대림B&Co,3800.0,60.0,-1.55%,1000.0,3850.0,3850.0,3685.0
1029.0,신세계건설,15830.0,70.0,-0.44%,5000.0,15860.0,15920.0,15620.0
1030.0,KODEX 2차전지산업레버리지,12660.0,610.0,+5.06%,0.0,11500.0,12830.0,11500.0
1031.0,서원,1331.0,3.0,+0.23%,500.0,1315.0,1344.0,1310.0
1032.0,아모레G우,9800.0,40.0,-0.41%,500.0,9780.0,9850.0,9750.0
1033.0,덕성,3985.0,45.0,-1.12%,500.0,4030.0,4030.0,3965.0
1034.0,ACE 25-06 회사채(AA-이상)액티브,10055.0,5.0,-0.05%,0.0,10060.0,10060.0,10045.0
1035.0,KBSTAR 중국본토대형주CSI100,16430.0,130.0,+0.80%,0.0,16300.0,16485.0,16300.0
1036.0,KODEX 차이나H레버리지(H),1900.0,0.0,0.00%,0.0,1860.0,1930.0,1855.0
1037.0,비상교육,4795.0,85.0,+1.80%,500.0,4665.0,4990.0,4660.0
1038.0,대한방직,11680.0,10.0,+0.09%,1000.0,11600.0,12000.0,11500.0
1039.0,SJM홀딩스,4145.0,15.0,-0.36%,500.0,4095.0,4220.0,4050.0
1040.0,TIGER 경기방어,8230.0,85.0,+1.04%,0.0,8140.0,8285.0,8140.0
1041.0,모나미,3270.0,50.0,-1.51%,1000.0,3315.0,3340.0,3265.0
1042.0,KBSTAR 미국단기투자등급회사채액티브,9885.0,100.0,+1.02%,0.0,9845.0,9885.0,9845.0
1043.0,계양전기,2260.0,30.0,-1.31%,500.0,2290.0,2300.0,2245.0
1044.0,미래에셋맵스리츠,3055.0,60.0,-1.93%,1000.0,3135.0,3135.0,3050.0
1045.0,태양금속,1665.0,77.0,+4.85%,500.0,1615.0,1700.0,1570.0
1046.0,티에이치엔,3380.0,25.0,-0.73%,500.0,3350.0,3455.0,3325.0
1047.0,QV 코스닥 150 ETN,15200.0,240.0,-1.55%,0.0,15310.0,15310.0,15200.0
1048.0,TIGER 차이나HSCEI,8840.0,80.0,+0.91%,0.0,8710.0,8955.0,8705.0
1049.0,KBSTAR 단기국공채액티브,105670.0,20.0,-0.02%,0.0,105700.0,105700.0,105665.0
1050.0,KB Wise 분할매매 ETN,10050.0,5.0,-0.05%,0.0,10050.0,10050.0,10050.0
1051.0,KBSTAR 중기우량회사채,103905.0,115.0,-0.11%,0.0,103955.0,104020.0,103890.0
1052.0,TIGER 화장품,2145.0,5.0,-0.23%,0.0,2150.0,2160.0,2135.0
1053.0,GS우,33550.0,0.0,0.00%,5000.0,33600.0,33850.0,33450.0
1054.0,KODEX Fn성장,14950.0,35.0,-0.23%,0.0,14775.0,14950.0,14775.0
1055.0,삼일씨엔에스,4680.0,50.0,-1.06%,1000.0,4760.0,4760.0,4630.0
1056.0,신한 S&P500 VIX S/T 선물 ETN D,9795.0,20.0,-0.20%,0.0,9760.0,9795.0,9745.0
1057.0,TIGER 200 건설,3410.0,75.0,+2.25%,0.0,3335.0,3425.0,3300.0
1058.0,IHQ,239.0,0.0,0.00%,500.0,0.0,0.0,0.0
1059.0,신풍제약우,26150.0,50.0,+0.19%,500.0,25950.0,26450.0,25950.0
1060.0,KODEX 차이나2차전지MSCI(합성),7015.0,15.0,-0.21%,0.0,7030.0,7110.0,7015.0
1061.0,KODEX 200미국채혼합,12145.0,15.0,+0.12%,0.0,12110.0,12145.0,12030.0
1062.0,KODEX 철강,9500.0,295.0,+3.20%,0.0,9130.0,9565.0,9050.0
1063.0,KODEX 미국달러선물인버스2X,7035.0,175.0,-2.43%,0.0,7125.0,7125.0,7035.0
1064.0,국동,989.0,14.0,-1.40%,500.0,1003.0,1003.0,989.0
1065.0,부국증권우,18900.0,120.0,-0.63%,5000.0,19000.0,19000.0,18900.0
1066.0,한국전자홀딩스,1205.0,28.0,-2.27%,500.0,1224.0,1224.0,1194.0
1067.0,KODEX 아시아달러채권SRI플러스액티브,49710.0,380.0,+0.77%,0.0,49665.0,49755.0,49630.0
1068.0,KODEX 코스닥글로벌,11140.0,80.0,+0.72%,0.0,10965.0,11245.0,10705.0
1069.0,갤럭시아에스엠,2020.0,65.0,-3.12%,500.0,2050.0,2080.0,2000.0
1070.0,HANARO e커머스,10430.0,85.0,-0.81%,0.0,10510.0,10510.0,10385.0
1071.0,미래에셋 레버리지 코스피200 선물 ETN,27610.0,255.0,-0.92%,0.0,27310.0,27630.0,26980.0
1072.0,SOL 미국배당다우존스(H),10585.0,50.0,+0.47%,0.0,10570.0,10595.0,10550.0
1073.0,QV 레버리지 S&P500 ETN,27495.0,70.0,-0.25%,0.0,27585.0,27585.0,27495.0
1074.0,세원이앤씨,254.0,0.0,0.00%,500.0,0.0,0.0,0.0
1075.0,KB 블룸버그 레버리지 천연가스 선물 ETN,21820.0,1715.0,+8.53%,0.0,22080.0,22080.0,21530.0
1076.0,HANARO 글로벌럭셔리S&P(합성),19410.0,125.0,-0.64%,0.0,19535.0,19535.0,19295.0
1077.0,미래에셋증권우,3870.0,0.0,0.00%,5000.0,3875.0,4000.0,3855.0
1078.0,키움 미국달러선물 ETN,10850.0,110.0,+1.02%,0.0,10850.0,10850.0,10850.0
1079.0,대동전자,5150.0,70.0,-1.34%,500.0,5150.0,5270.0,5120.0
1080.0,선도전기,3000.0,0.0,0.00%,500.0,0.0,0.0,0.0
1081.0,HANARO 단기채권액티브,103750.0,10.0,+0.01%,0.0,103750.0,103750.0,103750.0
1082.0,대림통상,3525.0,15.0,-0.42%,1000.0,3570.0,3600.0,3500.0
1083.0,진양화학,3390.0,45.0,+1.35%,500.0,3345.0,3405.0,3275.0
1084.0,키움 코스피 200 ETN,10595.0,0.0,0.00%,0.0,10595.0,10595.0,10595.0
1085.0,TIGER 일본TOPIX(합성 H),19055.0,25.0,-0.13%,0.0,18770.0,19120.0,18770.0
1086.0,진양폴리,5270.0,40.0,-0.75%,500.0,5260.0,5310.0,5200.0
1087.0,대신 인버스 천연가스 선물 ETN(H),6575.0,255.0,-3.73%,0.0,6535.0,6585.0,6535.0
1088.0,MH에탄올,7120.0,10.0,-0.14%,500.0,7060.0,7210.0,7060.0
1089.0,키움 코스닥 150 ETN,13030.0,0.0,0.00%,0.0,13030.0,13030.0,13030.0
1090.0,HANARO 32-10 국고채액티브,51910.0,325.0,-0.62%,0.0,52050.0,52050.0,51910.0
1091.0,TIGER 차이나전기차레버리지(합성),8175.0,50.0,+0.62%,0.0,8160.0,8300.0,8080.0
1092.0,TIMEFOLIO Kstock액티브,8870.0,5.0,-0.06%,0.0,8785.0,8870.0,8720.0
1093.0,평화홀딩스,3510.0,35.0,+1.01%,500.0,3465.0,3545.0,3445.0
1094.0,원림,22300.0,100.0,-0.45%,5000.0,22250.0,22550.0,22200.0
1095.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),51155.0,4705.0,-8.42%,0.0,51230.0,51230.0,50975.0
1096.0,이화산업,18250.0,310.0,-1.67%,5000.0,18560.0,19190.0,18220.0
1097.0,TIGER 글로벌클라우드컴퓨팅INDXX,9525.0,185.0,-1.91%,0.0,9485.0,9550.0,9365.0
1098.0,삼성 코스닥 150 ETN,10205.0,10.0,+0.10%,0.0,10180.0,10205.0,10150.0
1099.0,KBSTAR Fn컨택트대표,7995.0,120.0,-1.48%,0.0,8035.0,8035.0,7985.0
1100.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),50955.0,4320.0,-7.82%,0.0,51080.0,51210.0,50955.0
1101.0,HANARO Fn K-반도체,9295.0,230.0,-2.41%,0.0,9305.0,9355.0,9260.0
1102.0,TIGER 유로스탁스50(합성 H),15345.0,5.0,+0.03%,0.0,15465.0,15465.0,15340.0
1103.0,메리츠 KAP 통안채 3개월 ETN,50320.0,0.0,0.00%,0.0,50320.0,50320.0,50320.0
1104.0,에셋플러스 글로벌플랫폼액티브,7315.0,230.0,-3.05%,0.0,7110.0,7380.0,7110.0
1105.0,롯데칠성우,63900.0,400.0,+0.63%,500.0,64000.0,64000.0,63900.0
1106.0,KODEX K-신재생에너지액티브,15700.0,5.0,+0.03%,0.0,15365.0,15705.0,15365.0
1107.0,삼성 레버리지 나스닥 100 ETN(H),12320.0,465.0,-3.64%,0.0,12300.0,12360.0,12270.0
1108.0,KR모터스,512.0,4.0,+0.79%,500.0,510.0,524.0,510.0
1109.0,남양유업우,245500.0,11000.0,+4.69%,5000.0,235000.0,245500.0,235000.0
1110.0,영화금속,919.0,15.0,-1.61%,500.0,943.0,943.0,905.0
1111.0,SOL 미국S&P500,12135.0,90.0,+0.75%,0.0,12045.0,12135.0,11960.0
1112.0,TIGER 미국달러SOFR금리액티브(합성),48470.0,515.0,+1.07%,0.0,48325.0,48470.0,48250.0
1113.0,유엔젤,3660.0,70.0,+1.95%,500.0,3555.0,4190.0,3530.0
1114.0,케이탑리츠,1004.0,19.0,-1.86%,1000.0,1005.0,1023.0,1001.0
1115.0,TIGER KEDI혁신기업ESG30,10780.0,90.0,+0.84%,0.0,10630.0,10785.0,10575.0
1116.0,KB 인버스 천연가스 선물 ETN,10565.0,280.0,-2.58%,0.0,10445.0,10575.0,10445.0
1117.0,HANARO Fn K-뉴딜디지털플러스,9580.0,130.0,+1.38%,0.0,9370.0,9605.0,9370.0
1118.0,ACE 단기채권알파액티브,103210.0,5.0,0.00%,0.0,103210.0,103210.0,103205.0
1119.0,KBSTAR 금융채액티브,100870.0,100.0,-0.10%,0.0,100940.0,100940.0,100870.0
1120.0,DL이앤씨2우(전환),22100.0,150.0,-0.67%,5000.0,22400.0,22500.0,22000.0
1121.0,KODEX 건설,3840.0,70.0,+1.86%,0.0,3710.0,3855.0,3705.0
1122.0,ACE 삼성그룹섹터가중,15860.0,100.0,-0.63%,0.0,15840.0,15920.0,15785.0
1123.0,SOL KIS단기통안채,104105.0,30.0,+0.03%,0.0,104105.0,104105.0,104105.0
1124.0,대신 S&P 인버스 2X 천연가스 선물 ETN,45780.0,3245.0,-6.62%,0.0,45145.0,45780.0,45145.0
1125.0,더메디팜,492.0,9.0,-1.80%,500.0,501.0,501.0,487.0
1126.0,ARIRANG K방산Fn,12340.0,80.0,-0.64%,0.0,12410.0,12410.0,12190.0
1127.0,KODEX K-로봇액티브,13220.0,50.0,-0.38%,0.0,13160.0,13310.0,13110.0
1128.0,KODEX IT,18935.0,225.0,-1.17%,0.0,18850.0,18980.0,18805.0
1129.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,18150.0,230.0,-1.25%,0.0,18190.0,18335.0,18015.0
1130.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),9245.0,115.0,+1.26%,0.0,9195.0,9250.0,9165.0
1131.0,TIGER 글로벌BBIG액티브,11470.0,100.0,-0.86%,0.0,11425.0,11470.0,11385.0
1132.0,KB 레버리지 S&P 500 선물 ETN(H),11260.0,105.0,-0.92%,0.0,11250.0,11260.0,11215.0
1133.0,전방,26750.0,650.0,-2.37%,5000.0,27250.0,27400.0,26600.0
1134.0,TIGER 미국배당+7%프리미엄다우존스,10200.0,140.0,+1.39%,0.0,10075.0,10205.0,10075.0
1135.0,ACE 인도네시아MSCI(합성),10620.0,60.0,+0.57%,0.0,10585.0,10625.0,10570.0
1136.0,KOSEF 통안채1년,103405.0,15.0,-0.01%,0.0,103420.0,103420.0,103400.0
1137.0,TIMEFOLIO 글로벌AI인공지능액티브,13300.0,275.0,-2.03%,0.0,13290.0,13300.0,13000.0
1138.0,TIGER 차이나바이오테크SOLACTIVE,6200.0,175.0,+2.90%,0.0,6025.0,6255.0,5985.0
1139.0,유화증권우,2535.0,5.0,-0.20%,1000.0,2540.0,2540.0,2445.0
1140.0,메리츠 3X 레버리지 국채30년 ETN,44255.0,925.0,-2.05%,0.0,44310.0,44885.0,43945.0
1141.0,TRUE 레버리지 코스닥 150 선물 ETN,43845.0,590.0,+1.36%,0.0,41615.0,43895.0,41375.0
1142.0,바다로19호,2880.0,5.0,+0.17%,5000.0,2910.0,2910.0,2875.0
1143.0,KB 레버리지 나스닥 100 ETN,14585.0,355.0,-2.38%,0.0,14510.0,14585.0,14445.0
1144.0,비비안,1468.0,47.0,-3.10%,500.0,1491.0,1503.0,1465.0
1145.0,동원수산,9390.0,230.0,+2.51%,5000.0,9140.0,9460.0,9120.0
1146.0,대신 레버리지 코스닥 150 선물 ETN,43695.0,605.0,+1.40%,0.0,41805.0,43695.0,41540.0
1147.0,WISCOM,2850.0,10.0,+0.35%,500.0,2845.0,2850.0,2800.0
1148.0,삼성 코스피 200 ETN,8725.0,60.0,-0.68%,0.0,8705.0,8725.0,8680.0
1149.0,KODEX 미국배당프리미엄액티브,10015.0,190.0,+1.93%,0.0,9830.0,10020.0,9830.0
1150.0,삼성 레버리지 코스닥150 선물 ETN,43555.0,475.0,+1.10%,0.0,41685.0,43555.0,41520.0
1151.0,TRUE 코스피 200 ETN,8710.0,45.0,-0.51%,0.0,8720.0,8720.0,8710.0
1152.0,KODEX WTI원유선물인버스(H),4785.0,65.0,-1.34%,0.0,4820.0,4825.0,4775.0
1153.0,동양고속,14990.0,100.0,-0.66%,5000.0,14940.0,14990.0,14800.0
1154.0,파워 200,34505.0,0.0,0.00%,0.0,34420.0,34515.0,34085.0
1155.0,TIGER 인버스,5015.0,5.0,+0.10%,0.0,5040.0,5075.0,5010.0
1156.0,우진아이엔에스,5650.0,70.0,-1.22%,500.0,5720.0,5760.0,5640.0
1157.0,한국ANKOR유전,615.0,4.0,-0.65%,0.0,619.0,626.0,613.0
1158.0,미래아이앤지,1544.0,2.0,+0.13%,500.0,1535.0,1569.0,1524.0
1159.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),17220.0,440.0,-2.49%,0.0,17475.0,17475.0,17170.0
1160.0,KODEX 코스피TR,12625.0,0.0,0.00%,0.0,12495.0,12645.0,12465.0
1161.0,형지엘리트,1364.0,8.0,-0.58%,500.0,1375.0,1450.0,1345.0
1162.0,동일제강,2080.0,15.0,-0.72%,500.0,2090.0,2110.0,2070.0
1163.0,하나 레버리지 코스닥150 선물 ETN,42150.0,1060.0,-2.45%,0.0,41715.0,42150.0,41605.0
1164.0,ACE 일본Nikkei225(H),22060.0,115.0,-0.52%,0.0,22070.0,22170.0,21900.0
1165.0,TIGER 레버리지,16730.0,30.0,-0.18%,0.0,16565.0,16745.0,16310.0
1166.0,신한 레버리지 S&P500 선물 ETN,20905.0,75.0,+0.36%,0.0,20830.0,20905.0,20805.0
1167.0,하나 Solactive 2X US Tech Top 10 ETN(H),41655.0,2530.0,-5.73%,0.0,41565.0,41655.0,41555.0
1168.0,삼성 미국 대형 성장주 ETN,20740.0,205.0,+1.00%,0.0,20650.0,20740.0,20650.0
1169.0,삼성 레버리지 은 선물 ETN(H),13750.0,455.0,-3.20%,0.0,13785.0,13875.0,13750.0
1170.0,성문전자,1834.0,19.0,-1.03%,500.0,1845.0,1865.0,1816.0
1171.0,페이퍼코리아,861.0,11.0,-1.26%,500.0,852.0,880.0,852.0
